,time,temperature_2m,relativehumidity_2m,precipitation,weathercode,cloudcover,windspeed_10m,winddirection_10m
1881,2022-03-20T09:00,35.4,14.0,0.0,1.0,35.0,12.3,75.0
1882,2022-03-20T10:00,35.1,14.0,0.0,2.0,52.0,14.5,83.0
1883,2022-03-20T11:00,34.6,14.0,0.0,1.0,43.0,13.8,83.0
1884,2022-03-20T12:00,33.7,16.0,0.0,1.0,41.0,9.8,82.0
1885,2022-03-20T13:00,31.7,18.0,0.0,1.0,38.0,8.0,82.0
1886,2022-03-20T14:00,29.8,21.0,0.0,1.0,32.0,8.3,88.0
1887,2022-03-20T15:00,28.5,24.0,0.0,1.0,34.0,7.2,93.0
1888,2022-03-20T16:00,27.1,27.0,0.0,1.0,28.0,6.3,103.0
1889,2022-03-20T17:00,25.8,30.0,0.0,0.0,17.0,5.9,104.0
1890,2022-03-20T18:00,24.8,33.0,0.0,0.0,17.0,5.8,97.0
1891,2022-03-20T19:00,24.4,36.0,0.0,1.0,28.0,6.1,87.0
1892,2022-03-20T20:00,23.9,37.0,0.0,1.0,31.0,5.1,82.0
1893,2022-03-20T21:00,23.5,38.0,0.0,0.0,18.0,5.4,82.0
1894,2022-03-20T22:00,23.2,38.0,0.0,1.0,30.0,4.7,90.0
1895,2022-03-20T23:00,22.9,39.0,0.0,1.0,39.0,5.0,69.0
1896,2022-03-21T00:00,22.6,39.0,0.0,1.0,37.0,4.9,73.0
1897,2022-03-21T01:00,22.1,43.0,0.0,1.0,42.0,5.4,90.0
1898,2022-03-21T02:00,23.4,53.0,0.0,1.0,44.0,7.5,107.0
1899,2022-03-21T03:00,28.9,30.0,0.0,1.0,44.0,2.5,135.0
1900,2022-03-21T04:00,31.5,24.0,0.0,1.0,25.0,4.0,265.0
1901,2022-03-21T05:00,32.9,22.0,0.0,0.0,14.0,3.3,283.0
1902,2022-03-21T06:00,33.7,19.0,0.0,1.0,22.0,1.8,360.0
1903,2022-03-21T07:00,34.3,17.0,0.0,1.0,27.0,1.8,53.0
1904,2022-03-21T08:00,35.0,15.0,0.0,1.0,38.0,2.6,106.0
1905,2022-03-21T09:00,34.9,15.0,0.0,1.0,43.0,4.9,126.0
1906,2022-03-21T10:00,34.9,14.0,0.0,1.0,45.0,5.4,138.0
1907,2022-03-21T11:00,34.4,14.0,0.0,1.0,38.0,6.9,133.0
1908,2022-03-21T12:00,33.4,16.0,0.0,1.0,21.0,6.4,133.0
1909,2022-03-21T13:00,31.7,18.0,0.0,0.0,13.0,6.9,133.0
1910,2022-03-21T14:00,29.6,20.0,0.0,0.0,11.0,8.5,126.0
1911,2022-03-21T15:00,28.1,21.0,0.0,0.0,6.0,9.3,118.0
1912,2022-03-21T16:00,27.4,21.0,0.0,0.0,6.0,9.1,108.0
1913,2022-03-21T17:00,26.5,22.0,0.0,0.0,2.0,9.2,101.0
1914,2022-03-21T18:00,25.8,22.0,0.0,0.0,1.0,9.4,97.0
1915,2022-03-21T19:00,25.2,23.0,0.0,0.0,1.0,9.4,92.0
1916,2022-03-21T20:00,24.5,23.0,0.0,0.0,1.0,9.7,90.0
1917,2022-03-21T21:00,23.9,24.0,0.0,0.0,2.0,9.7,88.0
1918,2022-03-21T22:00,23.4,25.0,0.0,0.0,4.0,6.8,93.0
1919,2022-03-21T23:00,22.9,25.0,0.0,0.0,5.0,7.2,93.0
1920,2022-03-22T00:00,22.5,26.0,0.0,0.0,4.0,7.6,95.0
1921,2022-03-22T01:00,22.2,27.0,0.0,0.0,5.0,8.0,95.0
1922,2022-03-22T02:00,23.7,28.0,0.0,0.0,3.0,10.1,94.0
1923,2022-03-22T03:00,27.8,22.0,0.0,0.0,2.0,7.2,84.0
1924,2022-03-22T04:00,31.0,18.0,0.0,0.0,1.0,10.0,77.0
1925,2022-03-22T05:00,32.8,15.0,0.0,0.0,0.0,13.9,80.0
1926,2022-03-22T06:00,34.0,14.0,0.0,0.0,0.0,14.9,83.0
1927,2022-03-22T07:00,34.9,12.0,0.0,0.0,0.0,14.8,89.0
1928,2022-03-22T08:00,35.3,11.0,0.0,0.0,0.0,15.2,95.0
1929,2022-03-22T09:00,35.4,11.0,0.0,0.0,0.0,15.4,101.0
1930,2022-03-22T10:00,35.2,11.0,0.0,0.0,0.0,14.7,101.0
1931,2022-03-22T11:00,34.6,11.0,0.0,0.0,0.0,13.9,100.0
1932,2022-03-22T12:00,33.5,12.0,0.0,0.0,0.0,10.9,96.0
1933,2022-03-22T13:00,31.2,15.0,0.0,0.0,0.0,8.0,95.0
1934,2022-03-22T14:00,29.2,17.0,0.0,0.0,0.0,7.9,93.0
1935,2022-03-22T15:00,27.4,20.0,0.0,0.0,0.0,7.6,87.0
1936,2022-03-22T16:00,25.9,24.0,0.0,0.0,0.0,8.0,85.0
1937,2022-03-22T17:00,24.6,27.0,0.0,0.0,0.0,7.6,87.0
1938,2022-03-22T18:00,23.6,29.0,0.0,0.0,0.0,6.5,90.0
1939,2022-03-22T19:00,23.2,30.0,0.0,0.0,0.0,6.8,87.0
1940,2022-03-22T20:00,22.7,31.0,0.0,0.0,0.0,7.3,79.0
1941,2022-03-22T21:00,22.5,31.0,0.0,0.0,0.0,8.0,72.0
1942,2022-03-22T22:00,22.3,32.0,0.0,0.0,0.0,8.3,72.0
1943,2022-03-22T23:00,22.1,33.0,0.0,0.0,0.0,8.4,65.0
1944,2022-03-23T00:00,21.9,34.0,0.0,0.0,0.0,8.7,60.0
1945,2022-03-23T01:00,21.8,36.0,0.0,0.0,0.0,8.9,58.0
1946,2022-03-23T02:00,23.5,35.0,0.0,0.0,0.0,11.3,53.0
1947,2022-03-23T03:00,27.9,26.0,0.0,0.0,0.0,10.3,36.0
1948,2022-03-23T04:00,31.1,20.0,0.0,0.0,1.0,12.1,17.0
1949,2022-03-23T05:00,32.8,17.0,0.0,0.0,2.0,11.5,4.0
1950,2022-03-23T06:00,33.8,16.0,0.0,0.0,4.0,8.6,358.0
1951,2022-03-23T07:00,34.7,15.0,0.0,0.0,4.0,5.4,4.0
1952,2022-03-23T08:00,35.4,14.0,0.0,2.0,50.0,5.8,83.0
1953,2022-03-23T09:00,35.5,13.0,0.0,2.0,58.0,7.3,99.0
1954,2022-03-23T10:00,35.0,13.0,0.0,2.0,59.0,7.6,98.0
1955,2022-03-23T11:00,34.3,13.0,0.0,2.0,55.0,7.6,98.0
1956,2022-03-23T12:00,33.6,14.0,0.0,1.0,43.0,5.9,101.0
1957,2022-03-23T13:00,32.0,16.0,0.0,0.0,17.0,5.5,79.0
1958,2022-03-23T14:00,30.1,19.0,0.0,0.0,5.0,7.2,72.0
1959,2022-03-23T15:00,28.5,21.0,0.0,0.0,0.0,7.7,62.0
1960,2022-03-23T16:00,27.2,23.0,0.0,0.0,0.0,7.9,60.0
1961,2022-03-23T17:00,26.3,24.0,0.0,0.0,1.0,7.8,56.0
1962,2022-03-23T18:00,25.5,26.0,0.0,0.0,1.0,7.7,53.0
1963,2022-03-23T19:00,25.0,27.0,0.0,0.0,2.0,7.9,51.0
1964,2022-03-23T20:00,24.1,29.0,0.0,0.0,4.0,8.3,56.0
1965,2022-03-23T21:00,23.1,31.0,0.0,0.0,8.0,7.9,66.0
1966,2022-03-23T22:00,22.4,33.0,0.0,0.0,10.0,7.6,71.0
1967,2022-03-23T23:00,22.1,34.0,0.0,0.0,13.0,7.4,67.0
1968,2022-03-24T00:00,22.3,33.0,0.0,0.0,11.0,6.8,58.0
1969,2022-03-24T01:00,22.3,36.0,0.0,0.0,12.0,7.4,47.0
1970,2022-03-24T02:00,24.1,43.0,0.0,0.0,5.0,8.5,28.0
1971,2022-03-24T03:00,29.4,21.0,0.0,0.0,7.0,7.3,349.0
1972,2022-03-24T04:00,32.2,17.0,0.0,0.0,8.0,13.2,313.0
1973,2022-03-24T05:00,33.8,16.0,0.0,0.0,4.0,15.5,295.0
1974,2022-03-24T06:00,34.6,16.0,0.0,0.0,7.0,15.0,281.0
1975,2022-03-24T07:00,34.8,17.0,0.0,0.0,13.0,13.0,267.0
1976,2022-03-24T08:00,35.1,17.0,0.0,1.0,35.0,11.3,253.0
1977,2022-03-24T09:00,34.7,17.0,0.0,1.0,43.0,9.5,241.0
1978,2022-03-24T10:00,34.1,17.0,0.0,1.0,39.0,10.3,258.0
1979,2022-03-24T11:00,33.7,17.0,0.0,1.0,32.0,10.9,262.0
1980,2022-03-24T12:00,32.9,19.0,0.0,1.0,42.0,9.4,272.0
1981,2022-03-24T13:00,31.6,21.0,0.0,1.0,44.0,8.2,285.0
1982,2022-03-24T14:00,30.6,23.0,0.0,2.0,52.0,8.9,284.0
1983,2022-03-24T15:00,29.5,27.0,0.0,1.0,47.0,8.5,282.0
1984,2022-03-24T16:00,28.9,30.0,0.0,1.0,41.0,6.9,279.0
1985,2022-03-24T17:00,29.0,29.0,0.0,1.0,44.0,6.2,263.0
1986,2022-03-24T18:00,28.9,28.0,0.0,1.0,37.0,6.4,243.0
1987,2022-03-24T19:00,25.8,39.0,0.0,1.0,27.0,8.1,238.0
1988,2022-03-24T20:00,25.2,39.0,0.0,0.0,19.0,8.4,223.0
1989,2022-03-24T21:00,24.6,39.0,0.0,0.0,14.0,9.2,206.0
1990,2022-03-24T22:00,24.0,39.0,0.0,0.0,8.0,7.9,180.0
1991,2022-03-24T23:00,23.4,39.0,0.0,0.0,5.0,8.0,175.0
1992,2022-03-25T00:00,22.8,39.0,0.0,0.0,4.0,7.6,172.0
1993,2022-03-25T01:00,22.4,43.0,0.0,1.0,28.0,7.7,169.0
1994,2022-03-25T02:00,24.1,51.0,0.0,2.0,51.0,7.2,174.0
1995,2022-03-25T03:00,30.0,27.0,0.0,2.0,58.0,4.8,228.0
1996,2022-03-25T04:00,32.7,22.0,0.0,1.0,47.0,9.0,254.0
1997,2022-03-25T05:00,34.2,20.0,0.0,1.0,28.0,10.6,246.0
1998,2022-03-25T06:00,35.1,18.0,0.0,1.0,31.0,10.5,232.0
1999,2022-03-25T07:00,34.2,22.0,0.0,1.0,31.0,10.4,224.0
2000,2022-03-25T08:00,34.6,21.0,0.0,1.0,24.0,10.7,220.0
2001,2022-03-25T09:00,35.3,19.0,0.0,1.0,32.0,11.3,207.0
2002,2022-03-25T10:00,34.8,18.0,0.0,1.0,34.0,7.7,217.0
2003,2022-03-25T11:00,34.6,18.0,0.0,1.0,32.0,7.4,209.0
2004,2022-03-25T12:00,33.9,19.0,0.0,1.0,25.0,5.0,210.0
2005,2022-03-25T13:00,32.3,22.0,0.0,0.0,17.0,5.9,218.0
2006,2022-03-25T14:00,30.4,25.0,0.0,0.0,16.0,5.5,191.0
2007,2022-03-25T15:00,28.7,27.0,0.0,0.0,19.0,5.5,157.0
2008,2022-03-25T16:00,27.8,28.0,0.0,1.0,20.0,6.4,128.0
2009,2022-03-25T17:00,26.6,29.0,0.0,1.0,28.0,7.3,110.0
2010,2022-03-25T18:00,25.7,30.0,0.0,1.0,34.0,5.6,105.0
2011,2022-03-25T19:00,25.2,36.0,0.0,1.0,37.0,5.2,106.0
2012,2022-03-25T20:00,24.7,36.0,0.0,1.0,38.0,5.6,105.0
2013,2022-03-25T21:00,24.4,35.0,0.0,2.0,50.0,5.9,104.0
2014,2022-03-25T22:00,24.6,33.0,0.0,1.0,41.0,8.5,102.0
2015,2022-03-25T23:00,24.9,31.0,0.0,1.0,46.0,8.8,99.0
2016,2022-03-26T00:00,24.6,31.0,0.0,1.0,37.0,9.1,97.0
2017,2022-03-26T01:00,24.1,34.0,0.0,1.0,24.0,8.3,95.0
2018,2022-03-26T02:00,25.0,44.0,0.0,0.0,17.0,9.4,94.0
2019,2022-03-26T03:00,29.5,26.0,0.0,0.0,19.0,7.2,93.0
2020,2022-03-26T04:00,32.3,20.0,0.0,0.0,11.0,8.0,85.0
2021,2022-03-26T05:00,34.0,17.0,0.0,0.0,7.0,6.5,87.0
2022,2022-03-26T06:00,35.1,15.0,0.0,0.0,2.0,5.0,111.0
2023,2022-03-26T07:00,35.6,15.0,0.0,0.0,1.0,6.2,144.0
2024,2022-03-26T08:00,36.4,14.0,0.0,0.0,14.0,10.5,153.0
2025,2022-03-26T09:00,36.1,14.0,0.0,1.0,26.0,14.0,154.0
2026,2022-03-26T10:00,35.4,15.0,0.0,0.0,11.0,15.5,155.0
2027,2022-03-26T11:00,34.8,15.0,0.0,0.0,11.0,15.9,155.0
2028,2022-03-26T12:00,33.9,17.0,0.0,0.0,1.0,12.9,150.0
2029,2022-03-26T13:00,32.0,19.0,0.0,0.0,0.0,8.7,142.0
2030,2022-03-26T14:00,30.2,22.0,0.0,0.0,0.0,9.2,132.0
2031,2022-03-26T15:00,28.8,24.0,0.0,0.0,0.0,8.8,125.0
2032,2022-03-26T16:00,27.6,26.0,0.0,0.0,0.0,8.5,118.0
2033,2022-03-26T17:00,26.5,28.0,0.0,0.0,0.0,8.2,113.0
2034,2022-03-26T18:00,25.9,28.0,0.0,0.0,0.0,8.7,107.0
2035,2022-03-26T19:00,25.7,27.0,0.0,0.0,0.0,9.2,101.0
2036,2022-03-26T20:00,25.0,26.0,0.0,0.0,0.0,8.7,97.0
2037,2022-03-26T21:00,24.3,26.0,0.0,0.0,0.0,8.7,97.0
2038,2022-03-26T22:00,23.6,26.0,0.0,0.0,0.0,8.3,95.0
2039,2022-03-26T23:00,22.9,26.0,0.0,0.0,0.0,8.0,95.0
2040,2022-03-27T00:00,22.2,27.0,0.0,0.0,0.0,7.6,95.0
2041,2022-03-27T01:00,21.6,29.0,0.0,0.0,0.0,7.2,93.0
2042,2022-03-27T02:00,23.3,34.0,0.0,0.0,0.0,9.0,88.0
2043,2022-03-27T03:00,28.9,21.0,0.0,0.0,0.0,5.8,68.0
2044,2022-03-27T04:00,31.9,14.0,0.0,0.0,0.0,7.3,57.0
2045,2022-03-27T05:00,33.5,11.0,0.0,0.0,0.0,9.0,95.0
2046,2022-03-27T06:00,34.7,10.0,0.0,0.0,0.0,11.4,108.0
2047,2022-03-27T07:00,35.5,9.0,0.0,0.0,0.0,11.9,115.0
2048,2022-03-27T08:00,36.0,8.0,0.0,0.0,0.0,12.4,120.0
2049,2022-03-27T09:00,36.0,8.0,0.0,0.0,0.0,12.7,125.0
2050,2022-03-27T10:00,35.8,8.0,0.0,0.0,0.0,12.9,126.0
2051,2022-03-27T11:00,35.1,9.0,0.0,0.0,0.0,12.9,126.0
2052,2022-03-27T12:00,34.0,10.0,0.0,0.0,0.0,11.6,126.0
2053,2022-03-27T13:00,31.7,12.0,0.0,0.0,0.0,8.5,126.0
2054,2022-03-27T14:00,29.6,14.0,0.0,0.0,0.0,9.6,124.0
2055,2022-03-27T15:00,28.1,16.0,0.0,0.0,0.0,9.1,124.0
2056,2022-03-27T16:00,26.8,18.0,0.0,0.0,0.0,8.1,122.0
2057,2022-03-27T17:00,25.5,21.0,0.0,0.0,2.0,7.9,120.0
2058,2022-03-27T18:00,24.2,23.0,0.0,0.0,2.0,7.9,120.0
2059,2022-03-27T19:00,23.5,24.0,0.0,0.0,2.0,7.6,121.0
2060,2022-03-27T20:00,22.6,25.0,0.0,0.0,1.0,7.4,119.0
2061,2022-03-27T21:00,22.0,26.0,0.0,0.0,0.0,7.7,118.0
2062,2022-03-27T22:00,21.6,26.0,0.0,0.0,0.0,7.3,110.0
2063,2022-03-27T23:00,21.1,27.0,0.0,0.0,0.0,7.2,108.0
2064,2022-03-28T00:00,20.6,28.0,0.0,0.0,0.0,6.8,108.0
2065,2022-03-28T01:00,20.1,34.0,0.0,0.0,0.0,6.2,111.0
2066,2022-03-28T02:00,22.2,49.0,0.0,0.0,0.0,6.3,114.0
2067,2022-03-28T03:00,29.5,21.0,0.0,0.0,0.0,2.2,171.0
2068,2022-03-28T04:00,32.9,13.0,0.0,0.0,0.0,5.9,169.0
2069,2022-03-28T05:00,34.5,12.0,0.0,0.0,0.0,10.2,138.0
2070,2022-03-28T06:00,35.5,11.0,0.0,0.0,0.0,11.5,134.0
2071,2022-03-28T07:00,36.4,10.0,0.0,0.0,0.0,11.7,137.0
2072,2022-03-28T08:00,36.7,10.0,0.0,0.0,0.0,11.8,140.0
2073,2022-03-28T09:00,36.8,10.0,0.0,0.0,0.0,12.1,143.0
2074,2022-03-28T10:00,36.6,10.0,0.0,0.0,0.0,12.3,142.0
2075,2022-03-28T11:00,36.0,10.0,0.0,0.0,0.0,12.3,140.0
2076,2022-03-28T12:00,34.9,11.0,0.0,0.0,0.0,10.5,142.0
2077,2022-03-28T13:00,32.6,13.0,0.0,0.0,0.0,8.3,146.0
2078,2022-03-28T14:00,30.5,16.0,0.0,0.0,0.0,8.2,142.0
2079,2022-03-28T15:00,29.0,18.0,0.0,0.0,0.0,8.4,140.0
2080,2022-03-28T16:00,27.9,20.0,0.0,0.0,0.0,8.4,140.0
2081,2022-03-28T17:00,27.0,21.0,0.0,0.0,0.0,8.4,140.0
2082,2022-03-28T18:00,26.1,22.0,0.0,0.0,0.0,8.7,138.0
2083,2022-03-28T19:00,25.8,21.0,0.0,0.0,0.0,8.7,138.0
2084,2022-03-28T20:00,25.1,22.0,0.0,0.0,0.0,8.9,137.0
2085,2022-03-28T21:00,24.5,22.0,0.0,0.0,0.0,8.9,137.0
2086,2022-03-28T22:00,24.0,23.0,0.0,0.0,0.0,8.9,137.0
2087,2022-03-28T23:00,23.6,23.0,0.0,0.0,0.0,9.7,138.0
2088,2022-03-29T00:00,23.1,24.0,0.0,0.0,0.0,10.2,138.0
2089,2022-03-29T01:00,22.7,25.0,0.0,0.0,0.0,10.9,136.0
2090,2022-03-29T02:00,24.9,25.0,0.0,0.0,0.0,13.5,132.0
2091,2022-03-29T03:00,29.6,18.0,0.0,0.0,0.0,12.3,130.0
2092,2022-03-29T04:00,32.8,13.0,0.0,0.0,0.0,13.6,130.0
2093,2022-03-29T05:00,34.6,11.0,0.0,0.0,0.0,13.0,136.0
2094,2022-03-29T06:00,35.6,10.0,0.0,0.0,0.0,12.2,146.0
2095,2022-03-29T07:00,36.5,10.0,0.0,0.0,0.0,12.1,153.0
2096,2022-03-29T08:00,36.9,10.0,0.0,0.0,0.0,12.4,158.0
2097,2022-03-29T09:00,37.1,10.0,0.0,0.0,0.0,12.8,158.0
2098,2022-03-29T10:00,36.8,10.0,0.0,0.0,0.0,13.0,161.0
2099,2022-03-29T11:00,36.2,10.0,0.0,0.0,0.0,12.9,157.0
2100,2022-03-29T12:00,35.0,10.0,0.0,0.0,0.0,12.2,156.0
2101,2022-03-29T13:00,32.7,12.0,0.0,0.0,0.0,8.4,155.0
2102,2022-03-29T14:00,30.5,14.0,0.0,0.0,0.0,9.9,147.0
2103,2022-03-29T15:00,29.1,15.0,0.0,0.0,0.0,9.2,141.0
2104,2022-03-29T16:00,27.9,16.0,0.0,0.0,0.0,8.4,140.0
2105,2022-03-29T17:00,26.8,18.0,0.0,0.0,0.0,7.9,137.0
2106,2022-03-29T18:00,25.7,19.0,0.0,0.0,0.0,7.6,135.0
2107,2022-03-29T19:00,25.1,21.0,0.0,0.0,0.0,7.6,135.0
2108,2022-03-29T20:00,24.2,22.0,0.0,0.0,0.0,7.6,135.0
2109,2022-03-29T21:00,23.6,23.0,0.0,0.0,0.0,7.9,137.0
2110,2022-03-29T22:00,23.1,23.0,0.0,0.0,0.0,8.7,138.0
2111,2022-03-29T23:00,22.8,24.0,0.0,0.0,1.0,8.9,140.0
2112,2022-03-30T00:00,22.5,25.0,0.0,0.0,0.0,9.2,135.0
2113,2022-03-30T01:00,22.2,27.0,0.0,0.0,0.0,9.4,133.0
2114,2022-03-30T02:00,24.4,27.0,0.0,0.0,0.0,11.5,131.0
2115,2022-03-30T03:00,29.5,20.0,0.0,0.0,0.0,8.7,132.0
2116,2022-03-30T04:00,33.2,15.0,0.0,0.0,0.0,7.7,131.0
2117,2022-03-30T05:00,35.1,12.0,0.0,0.0,0.0,6.3,149.0
2118,2022-03-30T06:00,36.1,11.0,0.0,0.0,0.0,6.6,171.0
2119,2022-03-30T07:00,37.0,9.0,0.0,0.0,0.0,7.6,177.0
2120,2022-03-30T08:00,37.5,9.0,0.0,0.0,0.0,8.4,173.0
2121,2022-03-30T09:00,37.6,9.0,0.0,0.0,0.0,8.8,168.0
2122,2022-03-30T10:00,37.4,9.0,0.0,0.0,0.0,9.2,154.0
2123,2022-03-30T11:00,36.9,10.0,0.0,0.0,0.0,9.2,149.0
2124,2022-03-30T12:00,35.8,10.0,0.0,0.0,0.0,9.4,148.0
2125,2022-03-30T13:00,33.5,12.0,0.0,0.0,0.0,8.1,148.0
2126,2022-03-30T14:00,31.2,14.0,0.0,0.0,0.0,10.2,135.0
2127,2022-03-30T15:00,29.7,16.0,0.0,0.0,0.0,10.6,125.0
2128,2022-03-30T16:00,28.6,17.0,0.0,0.0,0.0,9.2,121.0
2129,2022-03-30T17:00,27.7,18.0,0.0,0.0,0.0,7.9,120.0
2130,2022-03-30T18:00,26.7,19.0,0.0,0.0,0.0,7.9,120.0
2131,2022-03-30T19:00,26.1,21.0,0.0,0.0,0.0,8.1,122.0
2132,2022-03-30T20:00,25.3,22.0,0.0,0.0,0.0,8.0,126.0
2133,2022-03-30T21:00,24.6,22.0,0.0,0.0,0.0,8.2,128.0
2134,2022-03-30T22:00,24.2,23.0,0.0,0.0,0.0,9.2,129.0
2135,2022-03-30T23:00,23.8,23.0,0.0,0.0,0.0,9.2,129.0
2136,2022-03-31T00:00,23.5,24.0,0.0,0.0,0.0,10.0,128.0
2137,2022-03-31T01:00,23.3,25.0,0.0,0.0,0.0,10.5,128.0
2138,2022-03-31T02:00,25.6,25.0,0.0,0.0,0.0,12.6,127.0
2139,2022-03-31T03:00,30.8,16.0,0.0,0.0,0.0,11.6,126.0
2140,2022-03-31T04:00,34.1,13.0,0.0,0.0,0.0,11.5,122.0
2141,2022-03-31T05:00,35.6,11.0,0.0,0.0,0.0,7.5,125.0
2142,2022-03-31T06:00,36.7,10.0,0.0,0.0,0.0,5.1,172.0
2143,2022-03-31T07:00,37.5,10.0,0.0,0.0,0.0,5.9,191.0
2144,2022-03-31T08:00,38.0,10.0,0.0,0.0,0.0,6.7,196.0
2145,2022-03-31T09:00,38.2,10.0,0.0,0.0,0.0,7.7,191.0
2146,2022-03-31T10:00,38.0,10.0,0.0,0.0,0.0,7.6,183.0
2147,2022-03-31T11:00,37.5,10.0,0.0,0.0,0.0,8.4,170.0
2148,2022-03-31T12:00,36.6,10.0,0.0,0.0,0.0,9.2,159.0
2149,2022-03-31T13:00,34.3,12.0,0.0,0.0,0.0,9.2,154.0
2150,2022-03-31T14:00,32.0,14.0,0.0,0.0,0.0,11.5,136.0
2151,2022-03-31T15:00,30.5,15.0,0.0,0.0,0.0,11.5,122.0
2152,2022-03-31T16:00,29.4,16.0,0.0,0.0,0.0,10.1,117.0
2153,2022-03-31T17:00,28.4,18.0,0.0,0.0,0.0,8.7,114.0
2154,2022-03-31T18:00,27.4,19.0,0.0,0.0,0.0,8.5,118.0
2155,2022-03-31T19:00,26.5,19.0,0.0,0.0,0.0,8.8,125.0
2156,2022-03-31T20:00,25.7,20.0,0.0,0.0,0.0,8.9,130.0
2157,2022-03-31T21:00,25.2,21.0,0.0,0.0,0.0,9.7,132.0
2158,2022-03-31T22:00,24.9,20.0,0.0,0.0,0.0,10.5,131.0
2159,2022-03-31T23:00,24.7,20.0,0.0,0.0,0.0,11.0,128.0
2160,2022-04-01T00:00,24.4,19.0,0.0,0.0,0.0,10.6,125.0
2161,2022-04-01T01:00,24.3,20.0,0.0,0.0,0.0,10.5,121.0
2162,2022-04-01T02:00,26.4,21.0,0.0,0.0,0.0,11.8,117.0
2163,2022-04-01T03:00,31.5,14.0,0.0,0.0,0.0,9.5,115.0
2164,2022-04-01T04:00,34.8,12.0,0.0,0.0,0.0,10.2,108.0
2165,2022-04-01T05:00,36.1,11.0,0.0,0.0,0.0,4.8,138.0
2166,2022-04-01T06:00,37.3,10.0,0.0,0.0,0.0,6.0,205.0
2167,2022-04-01T07:00,37.9,10.0,0.0,0.0,0.0,8.5,216.0
2168,2022-04-01T08:00,38.4,10.0,0.0,0.0,0.0,10.3,216.0
2169,2022-04-01T09:00,38.5,10.0,0.0,0.0,0.0,11.2,213.0
2170,2022-04-01T10:00,38.2,10.0,0.0,0.0,0.0,11.1,209.0
2171,2022-04-01T11:00,37.6,10.0,0.0,0.0,0.0,11.2,201.0
2172,2022-04-01T12:00,36.7,11.0,0.0,0.0,0.0,10.3,192.0
2173,2022-04-01T13:00,34.6,13.0,0.0,0.0,0.0,6.5,183.0
2174,2022-04-01T14:00,32.4,15.0,0.0,0.0,0.0,7.4,166.0
2175,2022-04-01T15:00,30.6,17.0,0.0,0.0,0.0,7.9,141.0
2176,2022-04-01T16:00,29.1,19.0,0.0,0.0,0.0,8.7,120.0
2177,2022-04-01T17:00,27.3,22.0,0.0,0.0,0.0,8.9,117.0
2178,2022-04-01T18:00,25.6,25.0,0.0,0.0,0.0,7.9,120.0
2179,2022-04-01T19:00,25.0,25.0,0.0,0.0,0.0,7.5,125.0
2180,2022-04-01T20:00,24.8,25.0,0.0,0.0,0.0,8.9,122.0
2181,2022-04-01T21:00,24.8,24.0,0.0,0.0,0.0,10.2,113.0
2182,2022-04-01T22:00,24.8,24.0,0.0,0.0,0.0,11.6,106.0
2183,2022-04-01T23:00,24.8,24.0,0.0,0.0,0.0,11.6,95.0
2184,2022-04-02T00:00,24.7,24.0,0.0,0.0,0.0,12.3,87.0
2185,2022-04-02T01:00,24.6,26.0,0.0,0.0,0.0,12.4,80.0
2186,2022-04-02T02:00,26.7,25.0,0.0,0.0,0.0,13.6,73.0
2187,2022-04-02T03:00,30.8,19.0,0.0,0.0,0.0,12.4,60.0
2188,2022-04-02T04:00,33.5,16.0,0.0,0.0,0.0,11.5,46.0
2189,2022-04-02T05:00,35.1,14.0,0.0,0.0,0.0,8.2,41.0
2190,2022-04-02T06:00,36.3,13.0,0.0,0.0,0.0,3.3,41.0
2191,2022-04-02T07:00,37.3,12.0,0.0,0.0,0.0,1.0,135.0
2192,2022-04-02T08:00,37.9,12.0,0.0,0.0,0.0,2.2,171.0
2193,2022-04-02T09:00,38.1,11.0,0.0,0.0,0.0,2.5,172.0
2194,2022-04-02T10:00,38.0,11.0,0.0,0.0,0.0,3.1,144.0
2195,2022-04-02T11:00,37.6,11.0,0.0,0.0,0.0,3.6,135.0
2196,2022-04-02T12:00,36.8,12.0,0.0,0.0,0.0,4.1,128.0
2197,2022-04-02T13:00,35.0,13.0,0.0,0.0,0.0,3.3,131.0
2198,2022-04-02T14:00,32.3,18.0,0.0,0.0,0.0,4.8,117.0
2199,2022-04-02T15:00,29.8,21.0,0.0,0.0,0.0,7.1,105.0
2200,2022-04-02T16:00,27.7,24.0,0.0,0.0,0.0,7.6,98.0
2201,2022-04-02T17:00,26.1,26.0,0.0,0.0,0.0,6.8,90.0
2202,2022-04-02T18:00,24.9,27.0,0.0,0.0,0.0,7.2,84.0
2203,2022-04-02T19:00,24.9,28.0,0.0,0.0,0.0,8.0,82.0
2204,2022-04-02T20:00,24.8,28.0,0.0,0.0,0.0,8.8,78.0
2205,2022-04-02T21:00,24.7,27.0,0.0,0.0,0.0,9.4,72.0
2206,2022-04-02T22:00,24.5,27.0,0.0,0.0,0.0,8.0,63.0
2207,2022-04-02T23:00,24.0,27.0,0.0,0.0,0.0,7.1,60.0
2208,2022-04-03T00:00,23.5,27.0,0.0,0.0,0.0,6.9,62.0
2209,2022-04-03T01:00,23.1,31.0,0.0,0.0,0.0,6.3,66.0
2210,2022-04-03T02:00,25.4,37.0,0.0,0.0,0.0,6.8,58.0
2211,2022-04-03T03:00,31.0,16.0,0.0,0.0,0.0,6.1,357.0
2212,2022-04-03T04:00,33.5,14.0,0.0,0.0,0.0,6.8,328.0
